1.648202,-1.169341,2
1.880560,-0.484143,2
-1.520417,0.897176,2
5.489874,-2.082749,1
-0.776051,-5.739752,1
0.135852,-2.064372,2
-0.233185,1.833711,2
-0.761059,-5.726482,1
-1.100052,1.433143,2
0.799196,-1.873762,2
-1.525675,1.133309,2
1.531691,1.187095,2
-2.225654,-5.703063,1
-4.732418,-3.814520,1
2.189509,-0.046788,2
-1.962011,-0.006784,2
-0.569250,-1.876374,2
1.344707,-5.907268,1
-5.608168,-1.882808,1
0.624804,1.833788,2
4.256088,4.282297,1
-1.276353,-5.949890,1
1.539076,5.673648,1
1.849645,-0.660851,2
1.190622,1.756661,2
5.127026,2.767385,1
-0.256340,6.146195,1
-1.445170,-1.518794,2
1.823156,-1.006361,2
5.408479,2.254386,1
5.816397,0.734388,1
-5.814277,-1.308649,1
-4.584794,4.256092,1
-1.920498,-0.309747,2
-3.238050,4.835081,1
-5.750890,-1.414583,1
-1.872621,-0.088049,2
-1.033923,1.639993,2
4.377492,-4.012427,1
2.313033,-5.474907,1
-1.279583,1.333433,2
1.335111,1.753024,2
1.475718,-1.435559,2
-4.895933,3.734874,1
2.598611,5.444622,1
1.727663,1.507731,2
4.727905,-3.585852,1
0.046236,2.032905,2
-0.918350,1.648755,2
5.532953,-1.938705,1
5.452022,-2.749062,1
2.828821,5.094461,1
-0.615730,2.000577,2
1.848787,0.014262,2
-6.076551,-0.625424,1
-1.501977,-1.699475,2
-0.892197,-1.614067,2
-1.288799,1.132893,2
-1.516525,-1.412167,2
-0.613724,-1.790911,2
-1.599105,5.864575,1
-4.643044,-3.803737,1
-0.564311,-1.791973,2
1.699522,-1.217175,2
0.940468,-1.866819,2
-0.235276,-2.159869,2
5.388366,-2.070910,1
-1.352682,1.554195,2
2.226786,-0.217234,2
3.414237,5.051421,1
-1.324234,-1.540977,2
3.054096,5.373118,1
-0.925205,-2.085327,2
0.784861,1.912129,2
1.915163,0.597708,2
-6.084482,-0.249741,1
-5.016826,-3.417894,1
-4.474818,3.976812,1
-6.188347,-0.415172,1
-3.245895,-4.958061,1
1.808351,-0.548751,2
1.830252,-0.741198,2
1.462526,1.246916,2
3.874202,4.813856,1
-0.498860,1.751568,2
2.559419,5.631668,1
-0.725715,1.599117,2
1.593571,1.261642,2
-1.599162,-0.805888,2
0.552511,-5.889183,1
1.771786,-1.506989,2
-4.955201,-3.421385,1
6.225822,0.201696,1
-6.153947,-0.670696,1
-5.499778,-2.133587,1
-0.901262,-1.960608,2
-3.029616,-5.259179,1
0.892271,5.732248,1
-1.618377,-1.303528,2
-5.251690,2.769628,1
3.828431,4.751322,1
-1.400577,-1.094172,2
4.834361,3.674110,1
-1.849929,0.071362,2
0.436571,2.045770,2
2.763543,5.550790,1
5.983539,0.694868,1
1.433552,5.852100,1
-1.634186,-5.548193,1
-4.647758,3.888887,1
-2.535768,5.370185,1
-1.668447,0.968345,2
5.583738,-1.833389,1
-1.105573,-1.845510,2
1.433764,-1.598422,2
-2.009867,0.031324,2
-4.895974,3.237636,1
-0.594851,2.104069,2
-1.572266,-1.592157,2
2.963308,-5.261184,1
-3.888824,-4.644850,1
3.903380,-4.538009,1
1.197820,1.443993,2
3.226005,4.846120,1
-1.534862,-1.572621,2
3.869535,4.439246,1
-1.849650,-5.793089,1
5.771261,-0.664628,1
0.441048,-1.731569,2
1.889196,-5.676150,1
-0.974688,5.908104,1
-2.097775,-5.623182,1
-6.010987,0.511904,1
-0.598733,2.016207,2
0.402871,2.217164,2
0.591337,5.921698,1
5.244068,3.181043,1
-1.882564,-5.609119,1
2.138217,-0.353212,2
-5.181523,-2.605340,1
4.128001,-4.243278,1
4.963064,3.458585,1
-5.647926,1.708561,1
4.713750,3.371864,1
1.929108,0.215491,2
3.525995,5.000949,1
-1.943801,-0.811090,2
0.227683,5.843387,1
-1.947111,5.691165,1
5.209220,3.323394,1
1.736093,-1.002718,2
5.222247,-2.959147,1
3.695014,4.617222,1
-0.809628,-1.754407,2
0.514321,1.914792,2
-0.828150,1.809975,2
-1.660942,1.035528,2
2.966981,-5.077780,1
1.491430,-1.161242,2
2.021647,5.535818,1
5.661445,1.455839,1
-3.718991,-5.007164,1
-0.396430,-2.046178,2
-1.216929,-5.666851,1
-2.558686,-5.343986,1
4.912407,-3.558042,1
0.722189,-1.945910,2
-5.166391,-3.069668,1
0.502035,-1.945833,2
-0.300482,2.032807,2
-1.510584,1.075046,2
6.145401,-0.184811,1
3.562912,5.144922,1
5.654475,-1.153458,1
3.928485,-4.492504,1
-5.858794,-1.405009,1
5.575051,1.910138,1
0.391844,2.171980,2
1.049742,1.428056,2
-1.347264,-1.515842,2
1.774351,5.873788,1
-5.924319,-0.231873,1
-2.399626,-5.682414,1
1.534360,5.739488,1
-5.942829,1.814299,1
0.321797,-1.697210,2
5.829563,0.237383,1
-1.801012,0.314141,2
-2.749756,-5.477665,1
1.783377,-0.354110,2
-5.031364,3.646787,1
0.966810,-1.793301,2
-5.098841,-2.896987,1
-0.265436,1.952224,2
2.048292,-0.051564,2
-2.173366,5.767628,1
-0.347162,1.982738,2
1.188642,-5.800171,1
1.271807,1.812591,2
-5.026138,-3.231656,1
6.132098,-0.023037,1
-2.235023,-5.378165,1
-4.375087,-4.162692,1
0.579802,-6.100579,1
1.243048,1.409392,2
-0.820448,-6.154030,1
-1.224588,-1.678055,2
-1.975440,-0.696706,2
0.319136,-2.081979,2
-5.975155,0.448829,1
-1.949403,0.752754,2
5.531310,-1.689217,1
-3.125461,5.184105,1
2.087735,-0.457876,2
-5.257630,2.861065,1
0.961817,-1.487098,2
-3.199659,-5.200461,1
-1.861709,-0.785287,2
-2.161908,-0.337426,2
0.995619,-1.746672,2
1.595143,1.145781,2
1.946844,-0.170871,2
4.837382,3.975042,1
6.124917,1.217537,1
0.768920,1.689106,2
-0.735369,-1.973553,2
-2.100763,-0.285506,2
4.414155,-3.987045,1
-1.250602,1.459634,2
1.911240,0.207583,2
3.471731,-5.005274,1
5.636800,1.462062,1
-5.831646,1.195247,1
-2.075826,0.270729,2
1.370657,-1.669448,2
1.304885,1.680402,2
1.871451,-1.331282,2
4.472111,-3.909909,1
5.126429,-2.830236,1
-3.320156,4.985756,1
-5.684871,2.344364,1
1.972088,-0.128520,2
0.086450,-6.112117,1
-4.288508,4.454592,1
-1.889471,-0.087654,2
-3.080685,-5.217306,1
-1.455221,-1.153643,2
-2.015180,-0.326344,2
-1.770710,-1.468601,2
1.699551,0.974562,2
4.068927,-4.164679,1
1.223091,-1.697025,2
1.770974,-5.885522,1
-1.389981,-1.491451,2
5.715707,-0.577649,1
0.119714,-2.181226,2
1.299787,1.323717,2
0.674894,1.994754,2
0.973011,-1.591095,2
